block_1_average_length	block_1_block	block_1_max_length	block_1_min_length	block_1_null_count	block_1_top_1_percent	block_1_top_1_value	block_1_top_2_percent	block_1_top_2_value	block_1_top_3_percent	block_1_top_3_value	block_1_unique_count	block_1_zero_count	block_2_average_length	block_2_block	block_2_max_length	block_2_min_length	block_2_null_count	block_2_top_1_percent	block_2_top_1_value	block_2_top_2_percent	block_2_top_2_value	block_2_top_3_percent	block_2_top_3_value	block_2_unique_count	block_2_zero_count	block_3_average_length	block_3_block	block_3_max_length	block_3_min_length	block_3_null_count	block_3_top_1_percent	block_3_top_1_value	block_3_top_2_percent	block_3_top_2_value	block_3_top_3_percent	block_3_top_3_value	block_3_unique_count	block_3_zero_count	col_average_length	col_id	col_max_length	col_min_length	col_null_count	col_top_1_percent	col_top_1_value	col_top_2_percent	col_top_2_value	col_top_3_percent	col_top_3_value	col_unique_count	col_zero_count
10.000000	xxxxxxxxxxxxxxxxxxx	11	11	1424	0.006292	39990272824	0.004719	05049872162	0.003146	28677149821	60967	0	10.000000	xxxxxxxxxxxx.xxxxxx	11	11	1424	0.006292	39990272824	0.004719	05049872162	0.003146	28677149821	60967	0	10.000000	xxxxxxxxxxxxxxxxxxx	11	11	1424	0.006292	39990272824	0.004719	05049872162	0.003146	28677149821	60967	0	10.000000	/MulheresMil_1/21_cpf aluno	11	0	54238	0.000639	09287244766	0.000573	02312205459	0.000493	03378794437	5539940	0
2.000000	...................	3	2	0	99.192308	UE	0.807692	UER			2	0	2.000000	...................	3	2	0	99.192308	UE	0.807692	UER			2	0	2.000000	.....x.x...........	3	2	0	99.192308	UE	0.807692	UER			2	0	2.000000	/MulheresMil_1/71_tipo_do_local_da_oferta	3	2	0	67.444328	UE	32.555672	UER			2	0
1.000000	...................	13	3	47914	45.821140	SENAI	22.088259	SENAC	6.274143	MG-UTRAMIG	53	0	1.000000	NNNNNNNNNNNNNNNNNNN	13	0	47914	45.821140	SENAI	22.088259	SENAC	6.274143	MG-UTRAMIG	53	0	1.000000	..............xxx..	13	3	47914	45.821140	SENAI	22.088259	SENAC	6.274143	MG-UTRAMIG	53	0	4.000000	/MulheresMil_1/41_instituicao	14	3	1421191	40.551324	SENAI	29.322448	SENAC	4.517901	SENAT	93	0
2.000000	......x.x..........	22	2	0	99.775385	''	0.223077	Bolsa Família	0.001538	Bolsa Família - Outro	3	0	2.000000	...x...xx..xxx.x...	22	2	0	99.775385	''	0.223077	Bolsa Família	0.001538	Bolsa Família - Outro	3	0	2.000000	......xx.......xx..	22	2	0	99.775385	''	0.223077	Bolsa Família	0.001538	Bolsa Família - Outro	3	0	3.000000	/MulheresMil_1/74_transferencia_renda	69	2	0	84.539714	''	14.618183	Bolsa Família	0.687092	Outro	8	0
1.000000	NNNNNNNNNNNNNNNNNNN	2	0	1700	100.000000	''					1	0	1.000000	NNNNNNNNNNNNNNNNNNN	2	0	1700	100.000000	''					1	0	1.000000	NNNNNNNNNNNNNNNNNNN	2	0	1700	100.000000	''					1	0	0.000000	/MulheresMil_1/20_comunidade_quilombola	89	0	5827004	99.635961	''	0.085677	SIM	0.006688	SIM CATUCÁ	1245	0
1.000000	.....xxxxxx...xxx..	10	2	1428	99.889889	''	0.003146	7186834145	0.001573	7183491355	65	0	1.000000	..............xxxx.	10	2	1428	99.889889	''	0.003146	7186834145	0.001573	7183491355	65	0	1.000000	xx....xx.xxxxxx...x	10	2	1428	99.889889	''	0.003146	7186834145	0.001573	7183491355	65	0	3.000000	/MulheresMil_1/58_nu_telefone_celular	14	0	199232	82.380199	''	0.021230	0000000000	0.004319	71	967923	0
11.000000	x.xx.x.............	24	3	0	18.929231	São Paulo	9.104615	São José dos Campos	5.950769	Curitiba	384	0	11.000000	xxx.xxxxxxxxxxxx.xx	24	3	0	18.929231	São Paulo	9.104615	São José dos Campos	5.950769	Curitiba	384	0	11.000000	......xxxxxxx.x..xx	24	3	0	18.929231	São Paulo	9.104615	São José dos Campos	5.950769	Curitiba	384	0	10.000000	/MulheresMil_1/43_municipio_da_ue	29	3	0	3.660590	São Paulo	2.671703	Fortaleza	2.428204	Recife	1336	0
20.000000	..xx...x...xxx..xxx	21	5	1431	99.561107	Não há informação	0.140005	Parda	0.111690	Sem declaração	7	0	20.000000	x...xx....xxx.x.x..	21	5	1431	99.561107	Não há informação	0.140005	Parda	0.111690	Sem declaração	7	0	20.000000	xx.xxx.....xx......	21	5	1431	99.561107	Não há informação	0.140005	Parda	0.111690	Sem declaração	7	0	11.000000	/MulheresMil_1/4_Cor da Pele	21	0	54289	29.699567	Parda	23.018451	Não há informação	16.293269	Não Declarada	8	0
2.000000	...................	14	2	1424	99.565874	''	0.434126	Não Vinculado			2	0	2.000000	...................	14	2	1424	99.565874	''	0.434126	Não Vinculado			2	0	2.000000	...................	28	2	1424	99.565874	''	0.434126	Não Vinculado			2	0	15.000000	/MulheresMil_1/46_no_modalidade	77	0	54236	41.512757	Não Vinculado	23.019434	''	19.770431	Pronatec Brasil sem Miséria	48	0
10.000000	...................	20	7	0	69.324615	Federal	30.452308	Estadual / Distrital	0.223077	Municipal	3	0	10.000000	...................	20	7	0	69.324615	Federal	30.452308	Estadual / Distrital	0.223077	Municipal	3	0	10.000000	...................	20	7	0	69.324615	Federal	30.452308	Estadual / Distrital	0.223077	Municipal	3	0	8.000000	/MulheresMil_1/49_no_sistema_ensino	20	7	0	89.086141	Federal	10.764390	Estadual / Distrital	0.149469	Municipal	3	0
1.000000	NxNNNNNNNNNNNNNNNNN	3	0	1698	99.996841	''	0.003159	SIM			2	0	1.000000	NNNNNNNNNNNNNNNNNNN	3	0	1698	99.996841	''	0.003159	SIM			2	0	1.000000	...................	3	2	1698	99.996841	''	0.003159	SIM			2	0	0.000000	/MulheresMil_1/63_seguro_desenprego	3	0	5783952	97.222697	''	2.777303	SIM			2	0
8.000000	xxxxxxxxxxxxxxxxxxx	11	2	9667	3.659661	''	0.061446	0000000000	0.030723	5399457778	49887	0	8.000000	xxxxxxxxxxxxxxxxxxx	11	2	9667	3.659661	''	0.061446	0000000000	0.030723	5399457778	49887	0	8.000000	xxxxxxxxxxxxxNxxxxx	11	2	9667	3.659661	''	0.061446	0000000000	0.030723	5399457778	49887	0	9.000000	/MulheresMil_1/57_nu_telefone	14	0	291167	6.442447	''	0.493806	0000000000	0.094756	65	4437430	0
0.000000	........x......x..x	5	5	53298	66.903093	SENAI	32.250897	SENAC	0.589643	SENAT	4	0	0.000000	...................	5	5	53298	66.903093	SENAI	32.250897	SENAC	0.589643	SENAT	4	0	0.000000	...................	5	5	53298	66.903093	SENAI	32.250897	SENAC	0.589643	SENAT	4	0	3.000000	/MulheresMil_1/50_no_subdependencia_admin	5	5	2811135	52.434216	SENAI	37.965226	SENAC	5.839845	SENAT	4	0
54.000000	xxx.xxxxxxxxxxx.xxx	131	5	0	4.323077	CENTRO UNIVERSITÁRIO TUPY - CURITIBA - POLO CURITIBA	4.249231	FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DOS CAMPOS - CAMPUS: ETEP ESPLANADA	3.364615	NOVE DE JULHO COLEGIO UNIDADE II	692	0	54.000000	.............x.xx.x	131	5	0	4.323077	CENTRO UNIVERSITÁRIO TUPY - CURITIBA - POLO CURITIBA	4.249231	FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DOS CAMPOS - CAMPUS: ETEP ESPLANADA	3.364615	NOVE DE JULHO COLEGIO UNIDADE II	692	0	54.000000	..xx.xxx.x.xxxx....	131	5	0	4.323077	CENTRO UNIVERSITÁRIO TUPY - CURITIBA - POLO CURITIBA	4.249231	FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DOS CAMPOS - CAMPUS: ETEP ESPLANADA	3.364615	NOVE DE JULHO COLEGIO UNIDADE II	692	0	47.000000	/MulheresMil_1/54_nome_da_ue	154	5	0	1.049722	Universidade Federal do Rio Grande do Norte - Escola Agrícola de Jundiaí da UFRN	1.016117	senac - Serviço nacional de aprendizagem comercial	0.988913	SENAC FORTALEZA - CENTRO DE EDUCAÇÃO PROFISSIONAL JESSÉ PINTO FREIRE	3858	0
1.000000	...................	3	2	1591	99.828100	''	0.171900	SIM			2	0	1.000000	NNNNNx..NNx..NNx...	3	0	1591	99.828100	''	0.171900	SIM			2	0	1.000000	NNNNNxNNxNNNx.NNNNN	3	0	1591	99.828100	''	0.171900	SIM			2	0	1.000000	/MulheresMil_1/28_desempregado	3	0	4385602	54.414562	''	45.585438	SIM			2	0
9.000000	...................	22	7	0	73.709231	Privada	18.003077	Artigo 240 - SISTEMA S	8.287692	Pública	3	0	9.000000	...................	22	7	0	73.709231	Privada	18.003077	Artigo 240 - SISTEMA S	8.287692	Pública	3	0	9.000000	...................	22	7	0	73.709231	Privada	18.003077	Artigo 240 - SISTEMA S	8.287692	Pública	3	0	16.000000	/MulheresMil_1/45_no_dependencia_admin	22	7	0	62.822717	Artigo 240 - SISTEMA S	18.736015	Privada	18.441269	Pública	3	0
1.000000	NNNNNNNNNNNNNNNNNNN	15	0	59783	0.019168	28875/79543ST					5217	0	1.000000	NNNNNNNNNNNNNNNNNNN	15	0	59783	0.019168	28875/79543ST					5217	0	1.000000	NNNNNNNNNNNNNNNNNNN	15	0	59783	0.019168	28875/79543ST					5217	0	0.000000	/MulheresMil_1/3_Codigo Diploma_Certificado	15	0	7397123	0.001217	72770/71610ST	0.000609	91904/5572464BF			164303	0
11.000000	.xx..xx.x.xxxx..x..	29	3	0	18.927692	São Paulo	9.104615	São José dos Campos	5.947692	Curitiba	559	0	11.000000	.................x.	29	3	0	18.927692	São Paulo	9.104615	São José dos Campos	5.947692	Curitiba	559	0	11.000000	x...x.xx...x.x.....	29	3	0	18.927692	São Paulo	9.104615	São José dos Campos	5.947692	Curitiba	559	0	10.000000	/MulheresMil_1/44_municipio_do_local_da_oferta	33	3	0	3.631627	São Paulo	2.339821	Rio de Janeiro	2.123368	Recife	4413	0
4.000000	...................	5	3	0	4.323077	24272	4.249231	24990	3.364615	10521	694	0	4.000000	x..................	5	3	0	4.323077	24272	4.249231	24990	3.364615	10521	694	0	4.000000	......x.x....x...x.	5	3	0	4.323077	24272	4.249231	24990	3.364615	10521	694	0	4.000000	/MulheresMil_1/15_cod_da_unidade_de_ensino	5	3	0	1.049722	3479	1.016117	1489	0.988913	145	3881	0
22.000000	...............xx..	49	2	1997	5.269590	''	0.068251	tesouraria@escolatecnicadama.com.br	0.049204	secretaria@escolatecnicadama.com.br	56249	0	22.000000	...................	49	2	1997	5.269590	''	0.068251	tesouraria@escolatecnicadama.com.br	0.049204	secretaria@escolatecnicadama.com.br	56249	0	22.000000	x.......NNx.Nx.....	49	2	1997	5.269590	''	0.068251	tesouraria@escolatecnicadama.com.br	0.049204	secretaria@escolatecnicadama.com.br	56249	0	5.000000	/MulheresMil_1/29_ds_email	129	0	1445448	79.176891	''	0.026390	naotem@naotem.com.br	0.016629	jbarrosguitar@hotmail.com	917993	0
2.000000	...................	13	2	0	97.384615	''	2.006154	Compartilhada	0.578462	Preferencial	4	0	2.000000	...................	13	2	0	97.384615	''	2.006154	Compartilhada	0.578462	Preferencial	4	0	2.000000	...................	13	2	0	97.384615	''	2.006154	Compartilhada	0.578462	Preferencial	4	0	10.000000	/MulheresMil_1/70_tipo_da_oferta	13	2	0	68.836829	Compartilhada	22.854322	''	5.625813	Preferencial	4	0
3.000000	..x...x.x.......x..	4	3	1396	63.573046	1200	23.805107	1000	12.143890	800	9	0	3.000000	..x.x..x.xxx.Nx....	4	3	1396	63.573046	1200	23.805107	1000	12.143890	800	9	0	3.000000	...................	4	3	1396	63.573046	1200	23.805107	1000	12.143890	800	9	0	3.000000	/MulheresMil_1/8_ch_catalogo_guia	4	0	402445	47.347621	160	18.959037	1200	13.218323	200	22	0
19.000000	..x...xxxxx.....x..	26	19	0	0.841538	2013-07-18 13:33:26	0.655385	2013-07-30 14:53:11	0.638462	2013-07-25 11:23:40	2586	0	19.000000	..x.xxxx.xxx.xx...x	26	19	0	0.841538	2013-07-18 13:33:26	0.655385	2013-07-30 14:53:11	0.638462	2013-07-25 11:23:40	2586	0	19.000000	...................	26	19	0	0.841538	2013-07-18 13:33:26	0.655385	2013-07-30 14:53:11	0.638462	2013-07-25 11:23:40	2586	0	24.000000	/MulheresMil_1/32_dt_cadastro	26	19	0	0.012841	2013-07-30 11:30:48	0.011969	2014-06-13 16:56:29	0.011188	2014-06-14 11:16:13	265512	0
20.000000	NNNNNNNNNNNNNNNNNNN	21	0	1700	100.000000	Edital sisutec 2013.2					1	0	20.000000	NNNNNNNNNNNNNNNNNNN	21	0	1700	100.000000	Edital sisutec 2013.2					1	0	20.000000	NNNNNNNNNNNNNNNNNNN	21	0	1700	100.000000	Edital sisutec 2013.2					1	0	4.000000	/MulheresMil_1/35_edital	21	0	5833318	38.586285	EDITAL SISUTEC 2014.2	31.059756	EDITAL SISUTEC 2014.1	18.094871	Edital sisutec 2013.2	4	0
22.000000	...................	36	7	0	25.813846	Informação e Comunicação	24.847692	Ambiente e Saúde	17.758462	Controle e Processos Industriais	13	0	22.000000	.....xx..x.........	36	7	0	25.813846	Informação e Comunicação	24.847692	Ambiente e Saúde	17.758462	Controle e Processos Industriais	13	0	22.000000	x..xx.x.xx.x.xx.x.x	36	7	0	25.813846	Informação e Comunicação	24.847692	Ambiente e Saúde	17.758462	Controle e Processos Industriais	13	0	22.000000	/MulheresMil_1/37_eixo_tecnológico	36	7	0	22.344537	Gestão e Negócios	14.703445	Ambiente e Saúde	13.400755	Controle e Processos Industriais	13	0
1.000000	...................	2	2	1700	100.000000	''					1	0	1.000000	...................	2	2	1700	100.000000	''					1	0	1.000000	NNNNNNNNNNNNNNNNNNN	2	0	1700	100.000000	''					1	0	0.000000	/MulheresMil_1/62_povo_indigena	58	0	5827429	99.660381	''	0.097635	SIM	0.021396	SIM terena	703	0
3.000000	NNNNNNNNNNNNNNNNNNN	4	0	1700	24.311216	0.00	15.167457	7.48	4.890995	6.75	92	0	3.000000	NNNNNNNNNNNNNNNNNNN	4	0	1700	24.311216	0.00	15.167457	7.48	4.890995	6.75	92	0	3.000000	NNNNNNNNNNNNNNNNNNN	4	0	1700	24.311216	0.00	15.167457	7.48	4.890995	6.75	92	0	0.000000	/MulheresMil_1/80_valor_hora_aula_proposto	5	0	5833318	11.616421	8.00	4.979012	0.00	3.399023	6.00	441	0
2.000000	.........xx...x....	78	2	0	99.192308	''	0.016923	unidade remota senar porto dos gaúchos	0.012308	senac ur - cláudio/ cvt	344	0	2.000000	x..x...xxxx.xxx..xx	78	2	0	99.192308	''	0.016923	unidade remota senar porto dos gaúchos	0.012308	senac ur - cláudio/ cvt	344	0	2.000000	......x.....xx.xx.x	78	2	0	99.192308	''	0.016923	unidade remota senar porto dos gaúchos	0.012308	senac ur - cláudio/ cvt	344	0	12.000000	/MulheresMil_1/55_nome_da_uer	126	2	0	67.444328	''	0.125571	Senac turismo	0.124937	senac - centro de formação profissional de imperatriz-ma.	20456	0
30.000000	...........x.......	78	3	3	12.045171	SENAI	10.295860	ASSOCIACAO EDUCACIONAL NOVE DE JULHO	10.166623	SOCIEDADE EDUCACIONAL DE SANTA CATARINA	111	0	30.000000	...................	78	3	3	12.045171	SENAI	10.295860	ASSOCIACAO EDUCACIONAL NOVE DE JULHO	10.166623	SOCIEDADE EDUCACIONAL DE SANTA CATARINA	111	0	30.000000	.....xx..xx.......x	78	3	3	12.045171	SENAI	10.295860	ASSOCIACAO EDUCACIONAL NOVE DE JULHO	10.166623	SOCIEDADE EDUCACIONAL DE SANTA CATARINA	111	0	12.000000	/MulheresMil_1/81_Calculation_838513978982854656	117	3	4482	32.949126	SENAI	23.825340	SENAC	3.670925	SENAT	679	0
2.000000	x..................	55	2	0	97.384615	''	2.401538	Inscrição Online	0.196923	MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME	4	0	2.000000	...................	55	2	0	97.384615	''	2.401538	Inscrição Online	0.196923	MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME	4	0	2.000000	...................	55	2	0	97.384615	''	2.401538	Inscrição Online	0.196923	MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME	4	0	33.000000	/MulheresMil_1/47_no_parceiro_demandante	83	2	0	35.247596	MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME	22.854322	''	15.423785	Inscrição Online	45	0
11.000000	xx.x....xxxx..xx..x	21	8	1424	39.972631	NÃO_COMPARECEU	28.089216	EM_CURSO	12.825595	CONCLUÍDA	16	0	11.000000	xxx.....xx.x...xxxx	21	8	1424	39.972631	NÃO_COMPARECEU	28.089216	EM_CURSO	12.825595	CONCLUÍDA	16	0	11.000000	xx...xx.xx.xx.xxx.x	21	8	1424	39.972631	NÃO_COMPARECEU	28.089216	EM_CURSO	12.825595	CONCLUÍDA	16	0	11.000000	/MulheresMil_1/52_nome da sit matricula (situacao detalhada)	21	0	54287	33.959541	CONCLUÍDA	28.667116	NÃO_COMPARECEU	8.678506	ABANDONO	25	0
28.000000	xx.x.x.xxx.xxxx..x.	94	7	0	11.398462	Técnico em Segurança do Trabalho	10.186154	Técnico em Informática	9.255385	Técnico em Enfermagem	306	0	28.000000	x.xxx.x.......xxxxx	94	7	0	11.398462	Técnico em Segurança do Trabalho	10.186154	Técnico em Informática	9.255385	Técnico em Enfermagem	306	0	28.000000	x.xxx.x...xx.x.x.xx	94	7	0	11.398462	Técnico em Segurança do Trabalho	10.186154	Técnico em Informática	9.255385	Técnico em Enfermagem	306	0	26.000000	/MulheresMil_1/56_nome_do_curso	94	6	0	4.746429	Assistente Administrativo	3.281468	Operador de Computador	3.264104	Técnico em Logística	1183	0
20.000000	x.x.xxx.xxx.x......	46	21	1424	99.550145	Não há informação	0.229646	Ensino Médio - Completo	0.110104	Ensino Médio - Incompleto	8	0	20.000000	...................	46	21	1424	99.550145	Não há informação	0.229646	Ensino Médio - Completo	0.110104	Ensino Médio - Incompleto	8	0	20.000000	xx...x...xx.....xxx	46	21	1424	99.550145	Não há informação	0.229646	Ensino Médio - Completo	0.110104	Ensino Médio - Incompleto	8	0	27.000000	/MulheresMil_1/38_escolaridade do aluno	47	0	54236	32.022049	Ensino Médio - Completo	25.821185	Ensino Médio - Incompleto	23.018288	Não há informação	16	0
34.000000	NNNNNNNNNNNNNNNNNNN	87	0	9890	12.142987	ASSOCIACAO EDUCACIONAL NOVE DE JULHO	11.990564	SOCIEDADE EDUCACIONAL DE SANTA CATARINA	8.630013	CETEC EDUCACIONAL S.A.	73	0	34.000000	..xx..xx...........	87	20	9890	12.142987	ASSOCIACAO EDUCACIONAL NOVE DE JULHO	11.990564	SOCIEDADE EDUCACIONAL DE SANTA CATARINA	8.630013	CETEC EDUCACIONAL S.A.	73	0	34.000000	...................	87	20	9890	12.142987	ASSOCIACAO EDUCACIONAL NOVE DE JULHO	11.990564	SOCIEDADE EDUCACIONAL DE SANTA CATARINA	8.630013	CETEC EDUCACIONAL S.A.	73	0	22.000000	/MulheresMil_1/42_mantenedora	117	0	3887520	14.789168	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	9.966053	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI	7.097421	SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC	631	0
2.000000	..................x	2	2	0	100.000000	''					1	0	2.000000	...................	2	2	0	100.000000	''					1	0	2.000000	.................xx	2	2	0	100.000000	''					1	0	2.000000	/MulheresMil_1/60_pcd	116	2	0	99.568772	''	0.213888	Deficiência Física	0.079641	Baixa Visão	50	0
77.000000	.....xxx....xx.x.x.	102	15	0	0.841538	Técnico em Informática 768 - Turno: Vespertino - 02/09/2013 A 30/09/2014	0.655385	Técnico em Enfermagem 7845 - Turno: Matutino - 09/09/2013 A 28/02/2015	0.638462	Técnico em Enfermagem 2453 - Turno: Matutino Vespertino Noturno - 04/09/2013 A 19/12/2014	1974	0	77.000000	xxxxxx.xx.xxx...x.x	102	15	0	0.841538	Técnico em Informática 768 - Turno: Vespertino - 02/09/2013 A 30/09/2014	0.655385	Técnico em Enfermagem 7845 - Turno: Matutino - 09/09/2013 A 28/02/2015	0.638462	Técnico em Enfermagem 2453 - Turno: Matutino Vespertino Noturno - 04/09/2013 A 19/12/2014	1974	0	77.000000	xxxxxxxx..xxxx...xx	102	15	0	0.841538	Técnico em Informática 768 - Turno: Vespertino - 02/09/2013 A 30/09/2014	0.655385	Técnico em Enfermagem 7845 - Turno: Matutino - 09/09/2013 A 28/02/2015	0.638462	Técnico em Enfermagem 2453 - Turno: Matutino Vespertino Noturno - 04/09/2013 A 19/12/2014	1974	0	43.000000	/MulheresMil_1/30_ds_identificador_turma	121	14	0	0.709548	Auxiliar Administrativo N1/2013	0.663671	Auxiliar Administrativo N1/2014	0.472701	Auxiliar Administrativo T1/2013	37635	0
1.000000	..xxxxxx....xxxx...	2	1	1700	65.783570	0	7.810427	16	2.922591	19	26	0	1.000000	NNNNNNNNNNNNNNNNNNN	2	0	1700	65.783570	0	7.810427	16	2.922591	19	26	0	1.000000	NNNNNNNNNNNNNNNNNNN	2	0	1700	65.783570	0	7.810427	16	2.922591	19	26	0	0.000000	/MulheresMil_1/72_total_conf_freq_aluno	2	0	5833318	74.231445	0	4.046840	19	2.151594	13	30	0
2.000000	...................	92	2	1424	99.565874	''	0.106959	SIMM COMÉRCIO	0.067636	SIMM CAJAZEIRAS	12	0	2.000000	........xx.....xxxx	92	2	1424	99.565874	''	0.106959	SIMM COMÉRCIO	0.067636	SIMM CAJAZEIRAS	12	0	2.000000	...................	92	2	1424	99.565874	''	0.106959	SIMM COMÉRCIO	0.067636	SIMM CAJAZEIRAS	12	0	29.000000	/MulheresMil_1/78_unidade_demandante	151	0	54236	23.019434	''	2.280825	MINISTÉRIO DO TRABALHO E EMPREGO	0.831296	MINISTÉRIO DO TURISMO	11942	0
2.000000	...................	4	2	0	97.384615	''	2.615385	Não			2	0	2.000000	...................	4	2	0	97.384615	''	2.615385	Não			2	0	2.000000	...................	4	2	0	97.384615	''	2.615385	Não			2	0	3.000000	/MulheresMil_1/59_oferta_cadastro_online	4	2	0	77.130192	Não	22.854322	''	0.015486	Sim	3	0
0.000000	.....x.x.xxxxx.xxxx	10	2	59484	46.464830	23/04/2016	25.815809	''	5.474982	14/04/2015	23	0	0.000000	xx.xxxxx...x...x..x	10	2	59484	46.464830	23/04/2016	25.815809	''	5.474982	14/04/2015	23	0	0.000000	...xxx.............	10	2	59484	46.464830	23/04/2016	25.815809	''	5.474982	14/04/2015	23	0	6.000000	/MulheresMil_1/25_data_de_conclusao	10	2	1707615	12.516346	''	0.536932	03/02/2016	0.467370	19/12/2014	1494	0
28.000000	x.xxx..x..xx.x...xx	51	8	1396	11.642350	TÉCNICO EM SEGURANÇA DO TRABALHO	10.365700	TÉCNICO EM INFORMÁTICA	9.453808	TÉCNICO EM ENFERMAGEM	112	0	28.000000	xxx.xxxxx.xxxxxxx..	51	8	1396	11.642350	TÉCNICO EM SEGURANÇA DO TRABALHO	10.365700	TÉCNICO EM INFORMÁTICA	9.453808	TÉCNICO EM ENFERMAGEM	112	0	28.000000	.xxxxx.....x.xx.x.x	51	8	1396	11.642350	TÉCNICO EM SEGURANÇA DO TRABALHO	10.365700	TÉCNICO EM INFORMÁTICA	9.453808	TÉCNICO EM ENFERMAGEM	112	0	24.000000	/MulheresMil_1/53_nome_curso_catalogo_guia	94	0	402445	6.557199	AUXILIAR ADMINISTRATIVO	4.260114	OPERADOR DE COMPUTADOR	3.414883	TÉCNICO EM LOGÍSTICA	963	0
2.000000	...................	14	2	1424	99.565874	''	0.434126	Não Vinculado			2	0	2.000000	...xx.xxx..........	151	2	1424	99.565874	''	0.434126	Não Vinculado			2	0	2.000000	...................	14	2	1424	99.565874	''	0.434126	Não Vinculado			2	0	12.000000	/MulheresMil_1/48_no_programa	151	0	54236	75.756328	Não Vinculado	23.019434	''	1.222067	MTE - Seguro Desemprego  - tb_pco_tipo_programa_social / co_tipo_programa_social IN ( 52 - Está Des	4	0
0.000000	x.x..x..xxx........	1	1	1424	52.063672	M	47.934755	F	0.001573	X	3	0	0.000000	......xxxxxxx....xx	1	1	1424	52.063672	M	47.934755	F	0.001573	X	3	0	0.000000	.x.x..x..x.....xxx.	1	1	1424	52.063672	M	47.934755	F	0.001573	X	3	0	0.000000	/MulheresMil_1/64_sexo do aluno	1	0	54236	59.189263	F	40.810031	M	0.000706	X	3	0
4.000000	...................	22	2	0	10.230769	9320	7.420000	9790	5.370769	9360	180	0	4.000000	...................	22	2	0	10.230769	9320	7.420000	9790	5.370769	9360	180	0	4.000000	...................	22	2	0	10.230769	9320	7.420000	9790	5.370769	9360	180	0	14.000000	/Food_1/4_device	40	1	0	0.450409	Generic	0.440441	iPhone 5s	0.438160	iPhone 5	3345	0
9.000000	x.x.x.....xxxx.....	26	2	709	1.258341	DNS	1.241231	Facebook	1.099687	GoogleServices	1592	0	9.000000	.....x.x.....x.....	26	2	709	1.258341	DNS	1.241231	Facebook	1.099687	GoogleServices	1592	0	9.000000	....x..............	26	2	709	1.258341	DNS	1.241231	Facebook	1.099687	GoogleServices	1592	0	9.000000	/Food_1/3_application	28	2	24538	0.477845	GoogleServices	0.471644	Facebook	0.463285	HTTP	4218	0
7.000000	NNNNNNNNNNNNNNNNNNN	342	0	55802	0.978474	http://bonanza.com/Dealsforplussize	0.891498	https://www.youtube.com/watch?v=bOWFjLd-kf8	0.826267	http://cnn.it/1KN4LUt	7659	0	7.000000	NNxNNNNNNNNNNNNNNNN	342	0	55802	0.978474	http://bonanza.com/Dealsforplussize	0.891498	https://www.youtube.com/watch?v=bOWFjLd-kf8	0.826267	http://cnn.it/1KN4LUt	7659	0	7.000000	NNNNNNNNNNNNNNNNNNN	342	0	55802	0.978474	http://bonanza.com/Dealsforplussize	0.891498	https://www.youtube.com/watch?v=bOWFjLd-kf8	0.826267	http://cnn.it/1KN4LUt	7659	0	8.000000	/Hatred_1/6_F28	800	0	726125	0.176821	http://forestoftheraineducation.weebly.com/2015-edition-living-education-emagazine.html	0.174101	http://amzn.to/1pOiQoq	0.163220	https://youtu.be/cbchwuhijnQ	120208	0
7.000000	...................	24	3	0	7.278462	redneck	4.541538	nigger	3.936923	retard	115	0	7.000000	........x.x....x..x	24	3	0	7.278462	redneck	4.541538	nigger	3.936923	retard	115	0	7.000000	...................	24	3	0	7.278462	redneck	4.541538	nigger	3.936923	retard	115	0	8.000000	/Hatred_1/14_Keyword	24	3	0	4.312926	black man	4.187062	latino	4.014815	black women	117	0
