,block_1,block_2,block_3,db_1_max,db_1_min,db_1_null,db_1_unique,db_2_max,db_2_min,db_2_null,db_2_unique,db_3_max,db_3_min,db_3_null,db_3_unique,max,min,name,null_count,path,random_1,random_2,random_3,size,top_1_percent,top_1_value,top_2_percent,top_2_value,top_3_percent,top_3_value,unique,zero_count
1766,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxx.xxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,1,373,100.0,0.0,25,513,100.0,0.0,26,517,100.0,0.0,MLB_49/24_K..double,40,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/24_K..double,60.0,15.5,14.8,49330,8.6,0.0,2.7,33.3,2.6,25.0,540,4265
1767,xxxxxxxxxxxxxxNxxxxx,xxxxxxxxxxxxxxxxNxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,187,730,100.0,0.0,52,632,100.0,0.0,278,765,100.0,0.0,MLB_49/44_Wh.Sw.double,381,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/44_Wh.Sw.double,60.0,52.0,9.0,49330,7.8,0.0,2.6,50.0,2.3,33.3,779,3852
1768,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxx.xxxxxxxx,xxxxxxxxxxxxxxxxxxxx,1.0,0.0,10,349,1.0,0.0,135,509,1.0,0.0,134,509,1.0,0.0,MLB_49/28_OBP.double,150,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/28_OBP.double,0.324,0.364,0.418,49330,8.6,0.0,4.3,0.333,2.7,0.5,513,4243
1769,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,96.6,-4.6,0,830,96.6,-4.6,0,812,96.6,-4.6,0,843,96.6,-4.6,MLB_49/59_wRC.double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/59_wRC.double,-0.5,39.5,4.7,49330,2.9,-0.1,2.4,-0.3,1.8,-0.2,843,709
1770,xxxxxxxxxxxxxxxxxxxx,xxx..xxxxxxxxxx...xx,.....xx.xxx.xxxxxxxx,3.0,0.0,195,478,3.0,0.0,42,352,3.0,0.0,125,434,3.0,0.0,MLB_49/23_ISO.double,369,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/23_ISO.double,0.174,0.029,0.0,49330,26.3,0.0,1.1,0.111,1.0,0.125,532,12969
1771,xxxxxxxxxxxxxxxxxxxx,xxxxx.xxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,3,474,100.0,0.0,8,525,100.0,0.0,16,550,100.0,0.0,MLB_49/8_Ba..double,103,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/8_Ba..double,26.6,37.1,36.7,49330,6.7,0.0,2.0,33.3,1.9,25.0,620,3323
1772,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxx.xxxxxxxxxx,xx.xxxx.xxxxxxxx...x,100.0,0.0,39,308,100.0,0.0,22,265,100.0,0.0,4,225,100.0,0.0,MLB_49/4_BB..double,40,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/4_BB..double,8.3,6.2,7.4,49330,21.3,0.0,1.4,10.0,1.4,11.1,309,10500
1773,xxxxxxx.xxxxxxx.xx..,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,0,412,100.0,0.0,0,409,100.0,0.0,0,351,100.0,0.0,MLB_49/25_LD..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/25_LD..double,0.0,27.3,15.9,49330,18.3,0.0,2.7,20.0,2.6,16.7,412,9050
1774,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxNxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,5.0,0.0,291,1416,5.0,0.0,247,1370,5.0,0.0,80,1028,5.0,0.0,MLB_49/11_Calculation_496521908228587527.double,369,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/11_Calculation_496521908228587527.double,0.936,0.662,0.742,49330,8.6,0.0,1.3,0.5,1.2,1.0,1458,4241
1775,.x.xxxxxxxxxxxxxxxxx,xNxxxxxxxxxxxxxxxxxx,xxxxxxxxxxx.xxxxxxxx,1.0,0.0,143,418,1.0,0.0,262,453,1.0,0.0,155,426,1.0,0.0,MLB_49/2_AVG.double,369,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/2_AVG.double,0.287,0.211,0.167,49330,11.4,0.0,3.4,0.25,3.1,0.333,475,5600
1776,xxxxxx.xxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xx.x.xxxxxxxx.x.xxxx,100.0,0.0,0,287,100.0,0.0,0,220,100.0,0.0,0,272,100.0,0.0,MLB_49/30_PU..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/30_PU..double,3.1,7.0,2.4,49330,29.5,0.0,1.4,11.1,1.3,10.0,296,14546
1777,...xx...............,xx.xx...............,xxx..xxxxxxxx...xxx.,75.0,0.0,3,316,100.0,0.0,17,349,100.0,0.0,78,368,100.0,0.0,MLB_49/13_F..double,103,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/13_F..double,0.0,2.9,0.0,49330,37.1,0.0,1.0,16.7,0.9,20.0,374,18307
1778,xxxxxxxxxxxx.xxxxxxx,xxxxxxxxxxxx.xxxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,41,579,100.0,0.0,103,620,100.0,0.0,8,529,100.0,0.0,MLB_49/39_Str..double,103,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/39_Str..double,62.5,90.9,64.5,49330,6.7,100.0,2.0,66.7,1.9,75.0,620,115
1779,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,x.xxxxxxxxxxxxxxxxxx,100.0,0.0,0,477,100.0,0.0,0,465,100.0,0.0,0,505,100.0,0.0,MLB_49/14_FB..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/14_FB..double,31.9,32.7,0.0,49330,14.0,0.0,4.0,33.3,3.2,25.0,552,6912
1780,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxx...xxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,0,617,100.0,0.0,0,644,100.0,0.0,0,601,100.0,0.0,MLB_49/17_GB..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/17_GB..double,48.4,0.0,66.7,49330,6.5,50.0,6.3,0.0,5.9,100.0,648,3086
1781,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,2.194,0.0,0,865,2.194,0.0,0,854,2.153,0.0,0,562,2.194,0.0,MLB_49/56_wOBA.double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/56_wOBA.double,0.337,0.45,0.312,49330,8.9,0.0,0.6,0.305,0.5,0.303,969,4405
1782,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxx.xxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,97,407,100.0,0.0,78,394,100.0,0.0,82,398,100.0,0.0,MLB_49/10_Ca..double,103,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/10_Ca..double,14.7,15.4,26.7,49330,10.5,0.0,1.4,20.0,1.3,16.7,410,5157
1783,xxxxxxxxxxxxxxxxxxxx,xxxx.xxxxxNxxxxxxxx.,xxxNxNxxNxxxxxxxxxxx,1.0,0.0,619,436,1.0,0.0,958,457,1.0,0.0,477,416,1.0,0.0,MLB_49/3_BABIP.double,1653,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/3_BABIP.double,0.326,0.25,0.182,49330,9.2,0.0,4.8,0.333,3.3,0.25,493,4536
1784,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,34.2,-36.2,0,486,28.4,-28.3,0,330,41.1,-36.2,0,547,41.1,-36.2,MLB_49/57_wRAA.double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/57_wRAA.double,0.5,3.3,4.5,49330,4.2,-0.3,2.6,-0.5,2.0,-0.6,547,901
1785,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxx.xxxxxxNxx,xxxxNxxxxxxxxxxxNxxx,4.0,0.0,220,777,4.0,0.0,100,672,4.0,0.0,324,826,4.0,0.0,MLB_49/35_SLG.double,369,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/35_SLG.double,0.2,0.56,0.267,49330,11.4,0.0,2.9,0.333,2.6,0.5,833,5600
1786,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,16,675,100.0,0.0,0,229,100.0,0.0,56,721,100.0,0.0,MLB_49/6_BIP..double,103,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/6_BIP..double,21.1,26.6,14.3,49330,2.9,0.0,2.0,100.0,1.8,33.3,745,1406
1787,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,51,617,100.0,0.0,31,592,100.0,0.0,9,560,100.0,0.0,MLB_49/41_SwStr..double,103,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/41_SwStr..double,36.5,36.3,22.2,49330,8.4,0.0,1.3,25.0,1.2,20.0,648,4130
1788,xxxNxNxxxxxxxxNxxxxx,xNxNxxxNxNNNNxxNNNxx,xxxxxxxxxxxxx.xxxNxN,139.0,1.0,2665,2221,139.0,1.0,4902,2763,156.0,1.0,11011,3723,156.0,1.0,MLB_49/61_Calculation_40532458108489732.double,13336,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/61_Calculation_40532458108489732.double,20.2,20.5,10.1666666666667,49330,1.3,11.0,1.2,9.0,1.2,10.0,3733,0
1789,.xxxxxxxNxxxxxxxxxxx,xxxxxxx.xxNxNxxxxxxx,xxNxxxNxxxNxNx.Nxxxx,200.0,0.0,5430,890,200.0,0.0,6459,953,200.0,0.0,732,460,200.0,0.0,MLB_49/62_Calculation_40532458114363409.double,6912,/data/mt-compression/code/tools/datasets/formatted/MLB/49/MLB_49/62_Calculation_40532458114363409.double,0.0,50.0,15.1162790697674,49330,42.2,0.0,1.5,16.6666666666667,1.5,14.2857142857143,954,20821
1790,xx..xxx.xxxx.xx...xx,..xxxx......xx......,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,13,44,100.0,0.0,17,52,100.0,0.0,31,516,100.0,0.0,MLB_20/24_K..double,41,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/24_K..double,30.0,0.0,6.7,79182,19.6,0.0,3.3,33.3,3.2,50.0,533,15537
1791,xxxxxxxNxxNxNNxxxxxx,xxxxxxx..xxxxxxxxxxx,xxxxxxxxx...xxx.xxx.,100.0,0.0,739,601,100.0,0.0,885,630,100.0,0.0,491,523,100.0,0.0,MLB_20/44_Wh.Sw.double,1934,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/44_Wh.Sw.double,62.5,66.7,36.0,79182,16.9,0.0,2.9,50.0,2.7,33.3,774,13362
1792,xxxxxxxxxxxxxxxxxxxx,xxxxx.xxxxxxxxxx.xxx,xxxxxxxxxxxxxxxxxxxx,1.0,0.0,89,386,1.0,0.0,169,498,1.0,0.0,159,478,1.0,0.0,MLB_20/28_OBP.double,238,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/28_OBP.double,0.222,1.0,0.0,79182,14.3,0.0,5.5,0.333,5.2,0.5,521,11356
1793,xxxxxxxxxxxxxxxxxxxx,..xxx.xx...xxxxxxxxx,xxxxxxxx.xxxxxxxx.xx,3.0,0.0,650,525,3.0,0.0,657,529,3.0,0.0,739,564,3.0,0.0,MLB_20/23_ISO.double,932,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/23_ISO.double,0.0,0.0,0.269,79182,36.2,0.0,1.3,0.25,1.3,0.2,608,28666
1794,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxNNxxxxNxNxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,1178,612,100.0,0.0,364,560,100.0,0.0,595,581,100.0,0.0,MLB_20/8_Ba..double,1221,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/8_Ba..double,38.2,32.2,16.0,79182,14.2,0.0,2.8,33.3,2.2,25.0,627,11243
1795,xxxxxxx..xxxxxxxxx..,xxxxxxxxxxxxxxxxxx.x,xxxxxxxxx..xxxxxxxxx,100.0,0.0,39,288,100.0,0.0,34,266,100.0,0.0,29,221,100.0,0.0,MLB_20/4_BB..double,41,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/4_BB..double,3.8,5.6,11.1,79182,34.4,0.0,1.4,14.3,1.4,12.5,313,27265
1796,.....xx.............,.xxxxxxxxxxxxxxxxxxx,xxxxxxxxx..xxxxx..xx,100.0,0.0,0,16,100.0,0.0,0,425,100.0,0.0,0,350,100.0,0.0,MLB_20/25_LD..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/25_LD..double,0.0,0.0,6.2,79182,27.9,0.0,3.0,25.0,3.0,20.0,431,22122
1797,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,.xxxxxxxxxxxxxx.xxx.,2.301,0.0,0,1255,2.301,0.0,0,1255,2.301,0.0,0,1211,2.301,0.0,MLB_20/55_wOBA.double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/55_wOBA.double,0.325,0.374,0.0,79182,14.7,0.0,0.5,0.305,0.5,0.315,1273,11654
1798,xxxxxxxxxxx.xxxxxxxx,x.xxxxxxxxxxxxNxxxxx,xxxxxxxxxxxxxxxxxxxx,1.0,0.0,524,366,1.0,0.0,585,393,1.0,0.0,701,435,1.0,0.0,MLB_20/2_AVG.double,932,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/2_AVG.double,0.0,0.0,0.278,79182,17.9,0.0,4.4,0.333,3.9,0.25,485,14181
1799,xxxxxxxxxxxxxxxxxxxx,xxxxxx.x.xx.xxxxx...,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,0,291,100.0,0.0,0,277,100.0,0.0,0,293,100.0,0.0,MLB_20/30_PU..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/30_PU..double,3.1,13.2,0.0,79182,41.3,0.0,1.3,14.3,1.3,11.1,299,32728
1800,xxxxxxxxxx.xxxxxxxxx,xxxxxxxxxxxxx.xxxxxx,....................,85.7,0.0,59,334,100.0,0.0,1192,391,80.0,0.0,38,289,100.0,0.0,MLB_20/13_F..double,1221,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/13_F..double,15.7,7.8,0.0,79182,41.7,0.0,1.3,16.7,1.3,20.0,398,33048
1801,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxx....xxx.xx.....xx,100.0,0.0,1184,621,100.0,0.0,13,236,100.0,0.0,83,456,100.0,0.0,MLB_20/39_Str..double,1221,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/39_Str..double,73.0,50.0,82.1,79182,14.2,100.0,2.8,66.7,2.2,75.0,627,415
1802,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,0,557,100.0,0.0,0,548,100.0,0.0,0,468,100.0,0.0,MLB_20/14_FB..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/14_FB..double,31.8,29.8,30.3,79182,21.3,0.0,4.9,33.3,4.4,50.0,560,16836
1803,xxx.xx..xxxxx.....xx,xxxxxxxxxxxxxxxxxx.x,xxxxxxxxx.xxxxxxxxxx,100.0,0.0,0,36,100.0,0.0,0,436,100.0,0.0,0,56,100.0,0.0,MLB_20/17_GB..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/17_GB..double,0.0,44.8,0.0,79182,12.2,0.0,8.8,100.0,8.4,50.0,652,9662
1804,xxxxxxxxxxxxxxxxxxxx,x.xxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,38.6,-3.3,0,362,76.0,-4.4,0,567,38.8,-4.0,0,374,76.0,-4.7,MLB_20/58_wRC.double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/58_wRC.double,6.9,-0.1,3.4,79182,5.8,-0.1,3.7,-0.3,2.8,-0.2,674,1289
1805,xxxxNxxx.NNxxxNxxxxx,xxNNxNxNxxxxNxxxNxxx,NNxNxxxxxxNNxNxNNxNx,89.0,1.0,9633,394,89.0,1.0,14826,575,89.0,1.0,14568,564,153.0,1.0,MLB_20/60_Calculation_40532458111905803.double,29598,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/60_Calculation_40532458111905803.double,5.33333333333333,6.6,,79182,1.3,11.0,1.3,9.0,1.3,8.0,3020,0
1806,xxxxxxxxxxxxxxxxxxxx,xxxxxxx.xxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,1189,390,100.0,0.0,1183,382,100.0,0.0,1196,407,100.0,0.0,MLB_20/10_Ca..double,1221,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/10_Ca..double,18.2,20.3,16.7,79182,20.8,0.0,1.8,20.0,1.7,16.7,414,16457
1807,xxxxNxxxxxxxxxxxxxxx,xNxxxxxxxxNxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,1.0,0.0,2293,494,1.0,0.0,2470,445,1.0,0.0,3064,481,1.0,0.0,MLB_20/3_BABIP.double,3602,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/3_BABIP.double,0.28,0.417,0.2,79182,15.4,0.0,5.7,0.333,5.0,0.5,500,12211
1808,xxxxxx.xxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,4.0,0.0,808,857,4.0,0.0,483,611,4.0,0.0,692,788,4.0,0.0,MLB_20/35_SLG.double,932,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/35_SLG.double,0.5,0.323,0.0,79182,17.9,0.0,4.1,0.5,3.5,0.333,888,14181
1809,xxxxx.xxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,987,742,100.0,0.0,746,718,100.0,0.0,1190,767,100.0,0.0,MLB_20/6_BIP..double,1221,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/6_BIP..double,40.0,35.8,35.7,79182,6.7,100.0,3.9,0.0,2.8,50.0,776,3101
1810,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxx.xxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,1162,640,100.0,0.0,38,309,100.0,0.0,1183,617,100.0,0.0,MLB_20/41_SwStr..double,1221,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/41_SwStr..double,44.3,6.0,9.3,79182,17.8,0.0,1.6,25.0,1.5,33.3,648,14075
1811,xNxNxNxxNNxNxxxxxx.x,xxxxxxxxx...xxxx.xxN,...NxNx.NNxNxNNNNNxN,200.0,0.0,9048,129,200.0,0.0,13505,308,100.0,0.0,1172,6,200.0,0.0,MLB_20/61_Calculation_40532458116419608.double,16836,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/61_Calculation_40532458116419608.double,12.5,13.3333333333333,0.0,79182,43.9,0.0,1.5,20.0,1.5,25.0,675,34772
1812,xxxxxxxxxxxxxxxxxxxN,..xx.xxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,5.0,0.0,501,1197,5.0,0.0,607,1350,5.0,0.0,589,1546,5.0,0.0,MLB_20/11_Calculation_361765767527686145.double,932,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/11_Calculation_361765767527686145.double,1.0,0.0,0.618,79182,14.3,0.0,2.5,1.0,2.1,0.5,1578,11310
1813,xxxxxxxxxxxxxxxxxxxx,xxxxx.xxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,24.1,-14.3,0,290,16.4,-8.9,0,194,29.1,-27.5,0,344,34.7,-34.7,MLB_20/56_wRAA.double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/20/MLB_20/56_wRAA.double,4.0,-0.3,-8.9,79182,7.3,-0.3,3.8,-0.5,2.9,-0.2,468,1774
1814,xx.xxx..xxNxxxx....x,xNx.....NxxxNNx.xx..,....xxxNx..xxNNx.Nx.,200.0,0.0,9408,152,200.0,0.0,9495,156,300.0,0.0,2239,106,300.0,0.0,MLB_18/68_Calculation_40532458116673561.double,25393,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/68_Calculation_40532458116673561.double,18.1818181818182,0.0,0.0,173622,59.1,0.0,2.7,33.3333333333333,2.6,25.0,185,102651
1815,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxx.xx,xxxxxxxxxxxxxxxxxx.x,100.0,0.0,0,452,100.0,0.0,0,505,100.0,0.0,0,494,100.0,0.0,MLB_18/15_FB..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/15_FB..double,50.0,26.1,41.7,173622,14.6,0.0,7.0,33.3,5.4,25.0,554,25393
1816,xxxxx.xxxxxxxx.xxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,1,674,100.0,0.0,0,669,100.0,0.0,0,652,100.0,0.0,MLB_18/8_Ba..double,2,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/8_Ba..double,29.4,34.0,26.7,173622,11.3,0.0,2.8,33.3,2.0,25.0,702,19628
1817,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxx...xxxxxxxxxx.xxx,2.121,0.0,0,1007,2.121,0.0,0,1004,1.958,0.0,0,1022,2.204,0.0,MLB_18/62_wOBA.double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/62_wOBA.double,0.379,0.308,0.409,173622,8.1,0.0,0.4,0.305,0.4,0.232,1145,14078
1818,.xxxxxx.xx.xxx.xxxxx,xxxxxxxxx.xx.xxxxxx.,xxxxxxxxxxxxxxxxxx..,100.0,0.0,2,307,100.0,0.0,0,282,100.0,0.0,0,300,100.0,0.0,MLB_18/4_BB..double,6,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/4_BB..double,0.0,4.9,11.8,173622,32.1,0.0,2.7,12.5,2.4,11.1,344,55765
1819,xxx..xxxxxxxxxxxxxxx,xxxxxxxx.xxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,4.0,0.0,195,800,4.0,0.0,187,778,4.0,0.0,230,816,4.0,0.0,MLB_18/40_SLG.double,590,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/40_SLG.double,0.464,0.429,0.355,173622,12.2,0.0,4.6,0.333,4.5,0.5,920,21120
1820,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxx.xx,xxxxxxxxxxxxxxxxxxxx,31.0,-4.7,0,305,31.4,-4.4,0,295,38.0,-2.6,0,231,38.0,-4.7,MLB_18/65_wRC.double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/65_wRC.double,15.0,-1.0,4.9,173622,2.5,0.2,2.3,-0.3,2.2,-0.1,330,3450
1821,xxx.xxxxxxxxxxxxx.xx,xxxxxxx..xxxxxxx..xx,.xx..xxxxxxxxxxxxxxx,3.0,0.0,226,565,3.0,0.0,24,380,3.0,0.0,219,563,3.0,0.0,MLB_18/24_ISO.double,590,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/24_ISO.double,0.25,0.039,0.0,173622,37.7,0.0,2.1,0.25,1.7,0.2,646,65404
1822,xxxxxxxxxxxxxxxxxxxx,....................,xxxxxxxxx.xxx.xxxxx.,100.0,0.0,2,393,100.0,0.0,1,389,100.0,0.0,0,392,100.0,0.0,MLB_18/14_F..double,2,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/14_F..double,11.1,0.0,12.5,173622,49.6,0.0,1.1,16.7,1.0,20.0,424,86089
1823,xxxxxxxx.xxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxNxxxxxxxxx,1.0,0.0,226,446,1.0,0.0,81,422,1.0,0.0,224,445,1.0,0.0,MLB_18/2_AVG.double,590,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/2_AVG.double,0.333,0.322,0.333,173622,12.2,0.0,6.2,0.25,5.8,0.333,485,21120
1824,xxxxxxxxx.xx.xxxxxxx,xxx.xxxxx.xxx.xxxxxx,xxxxxxxxxxxxxx.xxxxx,100.0,0.0,0,451,100.0,0.0,2,491,100.0,0.0,1,495,100.0,0.0,MLB_18/25_K..double,6,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/25_K..double,27.3,15.9,29.6,173622,11.2,0.0,5.7,25.0,3.8,33.3,530,19474
1825,xxxxxxxxxxx..xxxx..x,xxxxxxxxxxxxxxxxxxxx,xxxxxxx.xx..x.xxx.x.,100.0,0.0,0,412,100.0,0.0,0,407,100.0,0.0,0,369,100.0,0.0,MLB_18/26_LD..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/26_LD..double,22.2,16.7,16.7,173622,24.5,0.0,4.5,25.0,4.3,20.0,449,42480
1826,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,5.0,0.0,245,1662,5.0,0.0,225,1651,5.0,0.0,194,1641,5.0,0.0,MLB_18/12_Calculation_496521908233621517.double,590,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/12_Calculation_496521908233621517.double,0.245,1.043,1.455,173622,7.9,0.0,2.4,0.5,1.8,1.0,1874,13745
1827,x.xx...xx.xxxxxxxx.x,xx.xxxx.xxxx.xxxx...,.x.xx.xx.xxxxxx.xx..,1.0,0.0,0,51,1.0,0.0,0,48,1.0,0.0,0,51,1.0,0.0,MLB_18/36_SB..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/36_SB..double,0.0,1.0,0.0,173622,70.9,0.0,18.0,1.0,4.6,0.5,60,123137
1828,xxNxxNxxxNNxNNxxxxxN,xxNxNNxxxxNxNxNxNNxN,xxxNxNNxxNNxxxNxNxNx,119.0,1.0,24228,687,93.0,1.0,9639,514,119.0,1.0,24186,683,119.0,1.0,MLB_18/67_Calculation_40532458112270348.double,65994,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/67_Calculation_40532458112270348.double,11.0,15.0,6.66666666666667,173622,2.5,8.0,2.3,7.0,2.2,9.0,833,0
1829,xxxxxxxxxxxxxxxxxx.x,x.xxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,100.0,0.0,0,574,100.0,0.0,0,563,100.0,0.0,0,561,100.0,0.0,MLB_18/18_GB..double,0,/data/mt-compression/code/tools/datasets/formatted/MLB/18/MLB_18/18_GB..double,63.6,50.0,57.1,173622,10.4,50.0,5.7,0.0,5.4,100.0,627,9843
